,YearStart,YearEnd,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
132519,2020,2020,MO,NVSS,"cases per 100,000",4.2,4.2,2.8,6.1,DIA,DIA04,AGEADJRATE,RACE,BLK
132575,2020,2020,MS,NVSS,"cases per 100,000",43.0,43.0,31.1,57.9,DIA,DIA03,CRDRATE,RACE,HIS
132591,2020,2020,MS,NVSS,Number,5978.0,5978.0,,,DIA,DIA03,NMBR,OVERALL,OVR
132606,2020,2020,MS,NVSS,Number,30.0,30.0,,,DIA,DIA04,NMBR,SEX,SEXF
132615,2020,2020,LA,NVSS,"cases per 100,000",578.2,578.2,561.1,595.3,DIA,DIA03,CRDRATE,AGE,AGE65P
132652,2020,2020,MD,NVSS,"cases per 100,000",107.4,107.4,105.0,109.8,DIA,DIA03,AGEADJRATE,OVERALL,OVR
132657,2020,2020,KY,BRFSS,%,15.5,15.5,10.3,22.7,DIA,DIA01,AGEADJPREV,RACE,BLK
132685,2020,2020,MI,NVSS,"cases per 100,000",133.9,133.9,105.5,167.6,DIA,DIA03,CRDRATE,RACE,AIAN
132692,2020,2020,MT,NVSS,"cases per 100,000",366.2,366.2,309.6,422.7,DIA,DIA03,AGEADJRATE,RACE,AIAN
132705,2020,2020,MS,NVSS,"cases per 100,000",2.9,2.9,2.3,3.6,DIA,DIA04,CRDRATE,OVERALL,OVR
132744,2020,2020,MO,BRFSS,%,12.6,12.6,11.4,13.9,DIA,DIA01,CRDPREV,SEX,SEXM
132749,2020,2020,MN,NVSS,Number,141.0,141.0,,,DIA,DIA04,NMBR,OVERALL,OVR
132753,2020,2020,LA,NVSS,"cases per 100,000",64.6,64.6,39.5,99.8,DIA,DIA03,AGEADJRATE,RACE,AIAN
132756,2020,2020,NE,BRFSS,%,10.4,10.4,5.8,17.7,DIA,DIA01,AGEADJPREV,RACE,MRC
132790,2020,2020,MI,BRFSS,%,16.6,16.6,13.8,19.8,DIA,DIA01,CRDPREV,RACE,BLK
132799,2020,2020,MS,PRAMS,%,8.9,8.9,6.9,11.4,DIA,DIA02,CRDPREV,OVERALL,OVR
132866,2020,2020,MI,NVSS,Number,6562.0,6562.0,,,DIA,DIA03,NMBR,SEX,SEXM
132868,2020,2020,MA,NVSS,Number,3118.0,3118.0,,,DIA,DIA03,NMBR,SEX,SEXM
132891,2020,2020,NE,NVSS,Number,23.0,23.0,,,DIA,DIA03,NMBR,RACE,ASN
132924,2020,2020,MD,BRFSS,%,11.2,11.2,7.3,16.6,DIA,DIA01,AGEADJPREV,RACE,MRC
132935,2020,2020,LA,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,AGE,AGE65P
132959,2020,2020,MO,BRFSS,%,12.0,12.0,9.6,14.8,DIA,DIA01,AGEADJPREV,RACE,BLK
132973,2020,2020,MA,NVSS,Number,42.0,42.0,,,DIA,DIA04,NMBR,SEX,SEXF
132977,2020,2020,MI,BRFSS,%,9.8,9.8,8.7,11.0,DIA,DIA01,AGEADJPREV,SEX,SEXF
132980,2020,2020,MN,NVSS,"cases per 100,000",2.2,2.2,1.8,2.7,DIA,DIA04,CRDRATE,RACE,WHT
133001,2020,2020,LA,NVSS,Number,56.0,56.0,,,DIA,DIA04,NMBR,RACE,BLK
133039,2020,2020,ME,NVSS,Number,1208.0,1208.0,,,DIA,DIA03,NMBR,AGE,AGE65P
133060,2020,2020,MS,BRFSS,%,14.4,14.4,12.5,16.5,DIA,DIA01,CRDPREV,SEX,SEXM
133067,2020,2020,MT,BRFSS,%,9.0,9.0,8.0,10.2,DIA,DIA01,CRDPREV,SEX,SEXM
133080,2020,2020,MD,PRAMS,%,13.2,13.2,8.8,19.2,DIA,DIA02,CRDPREV,RACE,BLK
133084,2020,2020,MO,NVSS,Number,49.0,49.0,,,DIA,DIA04,NMBR,AGE,AGE4564
133132,2020,2020,MN,BRFSS,%,9.0,9.0,8.5,9.6,DIA,DIA01,CRDPREV,RACE,WHT
133161,2020,2020,MA,NVSS,"cases per 100,000",46.4,46.4,39.4,53.4,DIA,DIA03,AGEADJRATE,RACE,ASN
133177,2020,2020,MI,NVSS,"cases per 100,000",5.5,5.5,4.9,6.1,DIA,DIA03,CRDRATE,AGE,AGE0_44
133187,2020,2020,NE,NVSS,"cases per 100,000",143.8,143.8,136.5,151.2,DIA,DIA03,AGEADJRATE,SEX,SEXM
133213,2020,2020,NE,NVSS,Number,2483.0,2483.0,,,DIA,DIA03,NMBR,RACE,WHT
133305,2020,2020,LA,NVSS,Number,42.0,42.0,,,DIA,DIA04,NMBR,RACE,WHT
133335,2020,2020,MT,NVSS,"cases per 100,000",62.3,62.3,41.4,90.0,DIA,DIA03,CRDRATE,RACE,HIS
133340,2020,2020,MD,NVSS,"cases per 100,000",4.6,4.6,3.6,5.8,DIA,DIA04,CRDRATE,AGE,AGE4564
133341,2020,2020,MD,NVSS,Number,45.0,45.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
133344,2020,2020,KY,NVSS,Number,8187.0,8187.0,,,DIA,DIA03,NMBR,OVERALL,OVR
133409,2020,2020,MT,NVSS,Number,516.0,516.0,,,DIA,DIA03,NMBR,SEX,SEXF
133420,2020,2020,MD,BRFSS,%,11.8,11.8,10.6,13.1,DIA,DIA01,AGEADJPREV,RACE,BLK
133428,2020,2020,KY,NVSS,Number,54.0,54.0,,,DIA,DIA03,NMBR,RACE,HIS
133449,2020,2020,LA,BRFSS,%,12.4,12.4,11.1,13.7,DIA,DIA01,CRDPREV,RACE,WHT
133455,2020,2020,MN,BRFSS,%,2.7,2.7,2.2,3.3,DIA,DIA01,CRDPREV,AGE,AGE1844
133467,2020,2020,ME,NVSS,Number,613.0,613.0,,,DIA,DIA03,NMBR,SEX,SEXF
133591,2020,2020,MN,NVSS,"cases per 100,000",86.4,86.4,83.5,89.3,DIA,DIA03,AGEADJRATE,SEX,SEXF
133596,2020,2020,NE,BRFSS,%,8.4,8.4,7.6,9.3,DIA,DIA01,AGEADJPREV,SEX,SEXF
133602,2020,2020,MT,BRFSS,%,8.9,8.9,8.1,9.7,DIA,DIA01,CRDPREV,OVERALL,OVR
133616,2020,2020,MI,NVSS,Number,218.0,218.0,,,DIA,DIA04,NMBR,OVERALL,OVR
133640,2020,2020,LA,NVSS,"cases per 100,000",122.5,122.5,118.3,126.7,DIA,DIA03,CRDRATE,RACE,WHT
133644,2020,2020,MO,NVSS,"cases per 100,000",86.9,86.9,83.6,90.2,DIA,DIA03,CRDRATE,SEX,SEXF
133646,2020,2020,MI,BRFSS,%,3.0,3.0,2.3,3.9,DIA,DIA01,CRDPREV,AGE,AGE1844
133651,2020,2020,LA,NVSS,"cases per 100,000",41.2,41.2,33.3,49.1,DIA,DIA03,CRDRATE,RACE,HIS
133653,2020,2020,MS,NVSS,"cases per 100,000",186.9,186.9,180.0,193.7,DIA,DIA03,CRDRATE,SEX,SEXF
133664,2020,2020,MN,NVSS,Number,153.0,153.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
133672,2020,2020,MT,BRFSS,%,7.6,7.6,6.5,8.9,DIA,DIA01,AGEADJPREV,SEX,SEXF
133675,2020,2020,MT,PRAMS,%,7.6,7.6,5.4,10.6,DIA,DIA02,CRDPREV,RACE,WHT
133694,2020,2020,MA,NVSS,"cases per 100,000",2.5,2.5,1.9,3.4,DIA,DIA04,CRDRATE,AGE,AGE4564
133703,2020,2020,LA,NVSS,"cases per 100,000",58.3,58.3,41.5,79.8,DIA,DIA03,AGEADJRATE,RACE,ASN
133704,2020,2020,LA,BRFSS,%,17.5,17.5,14.8,20.6,DIA,DIA01,CRDPREV,RACE,BLK
133725,2020,2020,MA,NVSS,"cases per 100,000",2.3,2.3,1.8,2.9,DIA,DIA04,CRDRATE,SEX,SEXM
133726,2020,2020,MD,NVSS,"cases per 100,000",609.1,609.1,593.7,624.5,DIA,DIA03,CRDRATE,AGE,AGE65P
133727,2020,2020,ME,BRFSS,%,9.6,9.6,8.5,10.8,DIA,DIA01,AGEADJPREV,SEX,SEXM
133738,2020,2020,MO,BRFSS,%,12.2,12.2,7.8,18.7,DIA,DIA01,AGEADJPREV,RACE,HIS
133749,2020,2020,MI,NVSS,Number,75.0,75.0,,,DIA,DIA04,NMBR,RACE,BLK
133774,2020,2020,MA,PRAMS,%,11.4,11.4,8.4,15.2,DIA,DIA02,CRDPREV,RACE,HIS
133787,2020,2020,MD,NVSS,"cases per 100,000",66.1,66.1,58.2,74.0,DIA,DIA03,CRDRATE,RACE,ASN
133798,2020,2020,ME,NVSS,"cases per 100,000",3.4,3.4,2.2,5.1,DIA,DIA03,CRDRATE,AGE,AGE0_44
133802,2020,2020,MN,NVSS,"cases per 100,000",80.2,80.2,70.0,90.4,DIA,DIA03,CRDRATE,RACE,ASN
133820,2020,2020,NE,NVSS,Number,157.0,157.0,,,DIA,DIA03,NMBR,RACE,BLK
133824,2020,2020,MS,BRFSS,%,14.8,14.8,13.2,16.5,DIA,DIA01,CRDPREV,RACE,WHT
133863,2020,2020,MD,PRAMS,%,9.5,9.5,6.6,13.3,DIA,DIA02,CRDPREV,RACE,WHT
133881,2020,2020,MT,NVSS,Number,1064.0,1064.0,,,DIA,DIA03,NMBR,AGE,AGE65P
133911,2020,2020,KY,BRFSS,%,10.8,10.8,9.3,12.4,DIA,DIA01,AGEADJPREV,SEX,SEXF
133919,2020,2020,MI,NVSS,"cases per 100,000",154.3,154.3,147.7,160.9,DIA,DIA03,AGEADJRATE,RACE,BLK
133928,2020,2020,MA,NVSS,"cases per 100,000",94.3,94.3,85.9,102.7,DIA,DIA03,CRDRATE,RACE,BLK
133972,2020,2020,KY,NVSS,"cases per 100,000",204.4,204.4,188.6,220.1,DIA,DIA03,AGEADJRATE,RACE,BLK
134003,2020,2020,MI,BRFSS,%,7.2,7.2,4.4,11.7,DIA,DIA01,CRDPREV,RACE,MRC
134017,2020,2020,MO,NVSS,"cases per 100,000",133.6,133.6,124.8,142.4,DIA,DIA03,AGEADJRATE,RACE,BLK
134025,2020,2020,ME,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,RACE,WHT
134089,2020,2020,MD,PRAMS,%,20.0,20.0,12.0,31.5,DIA,DIA02,CRDPREV,RACE,ASN
134137,2020,2020,MN,BRFSS,%,7.6,7.6,5.6,10.3,DIA,DIA01,CRDPREV,RACE,HIS
134175,2020,2020,MI,NVSS,Number,304.0,304.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
134199,2020,2020,KY,PRAMS,%,18.4,18.4,6.1,44.0,DIA,DIA02,CRDPREV,RACE,MRC
134200,2020,2020,MI,BRFSS,%,12.5,12.5,7.9,19.3,DIA,DIA01,AGEADJPREV,RACE,HIS
134262,2020,2020,MS,NVSS,Number,3117.0,3117.0,,,DIA,DIA03,NMBR,SEX,SEXM
134281,2020,2020,MT,BRFSS,%,8.0,8.0,4.4,14.1,DIA,DIA01,CRDPREV,RACE,HIS
134287,2020,2020,LA,NVSS,Number,194.0,194.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
134331,2020,2020,MA,BRFSS,%,7.7,7.7,7.0,8.6,DIA,DIA01,AGEADJPREV,OVERALL,OVR
134377,2020,2020,MT,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,AGE,AGE65P
134403,2020,2020,MI,NVSS,Number,95.0,95.0,,,DIA,DIA04,NMBR,AGE,AGE4564
134405,2020,2020,MS,NVSS,"cases per 100,000",90.0,90.0,60.3,129.2,DIA,DIA03,CRDRATE,RACE,ASN
134426,2020,2020,LA,NVSS,"cases per 100,000",139.9,139.9,135.0,144.7,DIA,DIA03,CRDRATE,SEX,SEXM
134433,2020,2020,MI,NVSS,Number,8870.0,8870.0,,,DIA,DIA03,NMBR,RACE,WHT
134436,2020,2020,NE,NVSS,Number,131.0,131.0,,,DIA,DIA03,NMBR,RACE,HIS
134443,2020,2020,MS,NVSS,Number,47.0,47.0,,,DIA,DIA04,NMBR,RACE,BLK
134447,2020,2020,MS,NVSS,"cases per 100,000",164.6,164.6,160.4,168.9,DIA,DIA03,AGEADJRATE,OVERALL,OVR
134503,2020,2020,MN,NVSS,"cases per 100,000",25.1,25.1,17.4,35.0,DIA,DIA03,CRDRATE,RACE,MRC
134513,2020,2020,NE,NVSS,"cases per 100,000",1.5,1.5,1.0,2.3,DIA,DIA04,AGEADJRATE,RACE,WHT
134542,2020,2020,ME,BRFSS,%,2.2,2.2,1.6,3.2,DIA,DIA01,CRDPREV,AGE,AGE1844
134554,2020,2020,ME,BRFSS,%,12.2,12.2,7.0,20.5,DIA,DIA01,CRDPREV,RACE,MRC
134556,2020,2020,NE,BRFSS,%,22.4,22.4,14.8,32.3,DIA,DIA01,CRDPREV,RACE,AIAN
134563,2020,2020,MA,NVSS,"cases per 100,000",49.8,49.8,31.5,74.7,DIA,DIA03,AGEADJRATE,RACE,MRC
134565,2020,2020,MT,BRFSS,%,7.0,7.0,6.2,7.8,DIA,DIA01,AGEADJPREV,RACE,WHT
134592,2020,2020,NE,NVSS,"cases per 100,000",146.7,146.7,141.3,152.1,DIA,DIA03,CRDRATE,OVERALL,OVR
134633,2020,2020,MT,NVSS,"cases per 100,000",2.7,2.7,1.7,4.0,DIA,DIA04,CRDRATE,RACE,WHT
134675,2020,2020,MT,NVSS,Number,28.0,28.0,,,DIA,DIA03,NMBR,RACE,HIS
134693,2020,2020,MI,NVSS,Number,121.0,121.0,,,DIA,DIA04,NMBR,SEX,SEXM
134738,2020,2020,KY,NVSS,"cases per 100,000",162.6,162.6,157.3,167.8,DIA,DIA03,CRDRATE,SEX,SEXF
134779,2020,2020,MA,BRFSS,%,9.2,9.2,8.0,10.6,DIA,DIA01,CRDPREV,SEX,SEXM
134885,2020,2020,MT,NVSS,"cases per 100,000",64.8,64.8,59.0,70.5,DIA,DIA03,AGEADJRATE,SEX,SEXF
134904,2020,2020,LA,NVSS,"cases per 100,000",2.2,2.2,1.8,2.6,DIA,DIA04,CRDRATE,OVERALL,OVR
134933,2020,2020,MO,NVSS,"cases per 100,000",2.4,2.4,2.0,2.8,DIA,DIA04,CRDRATE,OVERALL,OVR
134945,2020,2020,MS,BRFSS,%,28.8,28.8,26.0,31.7,DIA,DIA01,CRDPREV,AGE,AGE65P
134953,2020,2020,KY,BRFSS,%,19.8,19.8,17.4,22.4,DIA,DIA01,CRDPREV,AGE,AGE4564
134963,2020,2020,MA,NVSS,Number,26.0,26.0,,,DIA,DIA03,NMBR,RACE,MRC
134970,2020,2020,MD,NVSS,"cases per 100,000",143.4,143.4,139.1,147.7,DIA,DIA03,CRDRATE,RACE,WHT
134991,2020,2020,MN,NVSS,"cases per 100,000",1.1,1.1,0.7,1.5,DIA,DIA04,CRDRATE,AGE,AGE0_44
134999,2020,2020,MD,NVSS,"cases per 100,000",2.6,2.6,2.0,3.2,DIA,DIA04,CRDRATE,RACE,WHT
135014,2020,2020,MO,NVSS,"cases per 100,000",1.9,1.9,1.5,2.3,DIA,DIA04,AGEADJRATE,RACE,WHT
135018,2020,2020,MN,NVSS,"cases per 100,000",3.2,3.2,2.5,3.9,DIA,DIA04,CRDRATE,SEX,SEXM
135023,2020,2020,MS,NVSS,"cases per 100,000",4.0,4.0,3.0,5.1,DIA,DIA04,CRDRATE,SEX,SEXM
135025,2020,2020,KY,NVSS,"cases per 100,000",3.6,3.6,3.1,4.2,DIA,DIA04,AGEADJRATE,OVERALL,OVR
135058,2020,2020,NE,NVSS,"cases per 100,000",158.0,158.0,150.1,165.9,DIA,DIA03,CRDRATE,SEX,SEXM
135064,2020,2020,MS,NVSS,"cases per 100,000",193.0,193.0,183.0,203.1,DIA,DIA03,CRDRATE,AGE,AGE4564
135093,2020,2020,MN,NVSS,"cases per 100,000",51.6,51.6,43.8,59.5,DIA,DIA03,CRDRATE,RACE,HIS
135100,2020,2020,MN,NVSS,"cases per 100,000",141.8,141.8,138.7,144.9,DIA,DIA03,CRDRATE,OVERALL,OVR
135111,2020,2020,MA,NVSS,"cases per 100,000",1.7,1.7,1.4,2.1,DIA,DIA04,CRDRATE,RACE,WHT
135119,2020,2020,MO,NVSS,"cases per 100,000",3.9,3.9,2.6,5.7,DIA,DIA04,CRDRATE,RACE,BLK
135135,2020,2020,NE,NVSS,Number,486.0,486.0,,,DIA,DIA03,NMBR,AGE,AGE4564
135146,2020,2020,MD,NVSS,Number,3149.0,3149.0,,,DIA,DIA03,NMBR,RACE,BLK
135151,2020,2020,KY,NVSS,"cases per 100,000",196.8,196.8,192.3,201.2,DIA,DIA03,CRDRATE,RACE,WHT
135198,2020,2020,MI,NVSS,Number,46.0,46.0,,,DIA,DIA03,NMBR,RACE,MRC
135218,2020,2020,MS,NVSS,"cases per 100,000",201.5,201.5,196.4,206.6,DIA,DIA03,CRDRATE,OVERALL,OVR
135227,2020,2020,ME,NVSS,"cases per 100,000",70.6,70.6,62.2,79.0,DIA,DIA03,CRDRATE,AGE,AGE4564
135276,2020,2020,LA,NVSS,Number,4416.0,4416.0,,,DIA,DIA03,NMBR,AGE,AGE65P
135318,2020,2020,LA,NVSS,Number,36.0,36.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
135319,2020,2020,MO,NVSS,"cases per 100,000",101.4,101.4,98.9,104.0,DIA,DIA03,CRDRATE,OVERALL,OVR
135326,2020,2020,MA,NVSS,"cases per 100,000",43.8,43.8,42.0,45.6,DIA,DIA03,AGEADJRATE,SEX,SEXF
135334,2020,2020,MS,NVSS,"cases per 100,000",4.5,4.5,3.1,6.3,DIA,DIA04,CRDRATE,AGE,AGE4564
135347,2020,2020,MA,NVSS,Number,5474.0,5474.0,,,DIA,DIA03,NMBR,OVERALL,OVR
135350,2020,2020,MI,NVSS,Number,11754.0,11754.0,,,DIA,DIA03,NMBR,OVERALL,OVR
135364,2020,2020,MN,BRFSS,%,8.9,8.9,8.2,9.6,DIA,DIA01,AGEADJPREV,SEX,SEXM
135368,2020,2020,MO,NVSS,Number,60.0,60.0,,,DIA,DIA04,NMBR,SEX,SEXF
135375,2020,2020,MO,BRFSS,%,13.5,13.5,8.1,21.8,DIA,DIA01,CRDPREV,RACE,AIAN
135384,2020,2020,LA,NVSS,Number,21.0,21.0,,,DIA,DIA03,NMBR,RACE,AIAN
135407,2020,2020,KY,NVSS,"cases per 100,000",4.9,4.9,3.9,5.8,DIA,DIA04,CRDRATE,SEX,SEXM
135444,2020,2020,MT,NVSS,"cases per 100,000",10.3,10.3,6.5,15.6,DIA,DIA04,CRDRATE,AGE,AGE65P
135496,2020,2020,LA,BRFSS,%,12.9,12.9,11.8,14.1,DIA,DIA01,AGEADJPREV,OVERALL,OVR
135549,2020,2020,NE,NVSS,"cases per 100,000",1.7,1.7,1.1,2.3,DIA,DIA04,AGEADJRATE,OVERALL,OVR
135555,2020,2020,ME,NVSS,"cases per 100,000",89.0,89.0,81.9,96.0,DIA,DIA03,CRDRATE,SEX,SEXF
135556,2020,2020,MD,BRFSS,%,10.6,10.6,9.8,11.5,DIA,DIA01,CRDPREV,RACE,WHT
135573,2020,2020,LA,NVSS,"cases per 100,000",2.1,2.1,1.7,2.5,DIA,DIA04,AGEADJRATE,OVERALL,OVR
135575,2020,2020,ME,BRFSS,%,7.1,7.1,6.3,8.0,DIA,DIA01,AGEADJPREV,SEX,SEXF
135576,2020,2020,MN,NVSS,Number,26.0,26.0,,,DIA,DIA04,NMBR,RACE,BLK
135597,2020,2020,ME,BRFSS,%,12.2,12.2,10.9,13.7,DIA,DIA01,CRDPREV,AGE,AGE4564
135628,2020,2020,MO,NVSS,"cases per 100,000",3.2,3.2,2.3,4.2,DIA,DIA04,CRDRATE,AGE,AGE4564
135632,2020,2020,NE,BRFSS,%,19.7,19.7,18.2,21.2,DIA,DIA01,CRDPREV,AGE,AGE65P
135638,2020,2020,MI,BRFSS,%,11.3,11.3,10.2,12.4,DIA,DIA01,CRDPREV,SEX,SEXM
135651,2020,2020,NE,NVSS,"cases per 100,000",117.8,117.8,113.4,122.2,DIA,DIA03,AGEADJRATE,OVERALL,OVR
135668,2020,2020,KY,NVSS,"cases per 100,000",182.9,182.9,178.9,186.8,DIA,DIA03,CRDRATE,OVERALL,OVR
135712,2020,2020,KY,NVSS,Number,75.0,75.0,,,DIA,DIA04,NMBR,AGE,AGE4564
135726,2020,2020,MS,BRFSS,%,13.2,13.2,11.8,14.8,DIA,DIA01,AGEADJPREV,SEX,SEXF
135747,2020,2020,MD,NVSS,Number,195.0,195.0,,,DIA,DIA04,NMBR,OVERALL,OVR
135759,2020,2020,ME,NVSS,Number,887.0,887.0,,,DIA,DIA03,NMBR,SEX,SEXM
135766,2020,2020,MN,BRFSS,%,6.9,6.9,6.3,7.5,DIA,DIA01,AGEADJPREV,SEX,SEXF
135770,2020,2020,NE,BRFSS,%,9.2,9.2,8.6,9.8,DIA,DIA01,CRDPREV,RACE,WHT
135780,2020,2020,MN,NVSS,Number,49.0,49.0,,,DIA,DIA04,NMBR,AGE,AGE65P
135781,2020,2020,KY,BRFSS,%,14.4,14.4,12.7,16.4,DIA,DIA01,CRDPREV,SEX,SEXM
135789,2020,2020,LA,NVSS,Number,55.0,55.0,,,DIA,DIA04,NMBR,SEX,SEXM
135799,2020,2020,MA,BRFSS,%,8.3,8.3,7.1,9.6,DIA,DIA01,AGEADJPREV,SEX,SEXM
135802,2020,2020,MS,BRFSS,%,16.2,16.2,14.2,18.6,DIA,DIA01,CRDPREV,RACE,BLK
135803,2020,2020,MD,BRFSS,%,9.2,9.2,8.6,9.8,DIA,DIA01,AGEADJPREV,OVERALL,OVR
135833,2020,2020,KY,NVSS,Number,1987.0,1987.0,,,DIA,DIA03,NMBR,AGE,AGE4564
135894,2020,2020,MN,NVSS,"cases per 100,000",152.4,152.4,132.4,172.5,DIA,DIA03,AGEADJRATE,RACE,ASN
135916,2020,2020,MS,NVSS,"cases per 100,000",131.8,131.8,127.2,136.4,DIA,DIA03,AGEADJRATE,RACE,WHT
135920,2020,2020,NE,NVSS,Number,1529.0,1529.0,,,DIA,DIA03,NMBR,SEX,SEXM
135944,2020,2020,MS,PRAMS,%,7.6,7.6,5.2,10.9,DIA,DIA02,CRDPREV,RACE,WHT
135948,2020,2020,MI,NVSS,"cases per 100,000",5.5,5.5,4.3,6.9,DIA,DIA04,CRDRATE,RACE,BLK
135959,2020,2020,LA,NVSS,"cases per 100,000",1.3,1.3,1.0,1.8,DIA,DIA04,AGEADJRATE,RACE,WHT
135963,2020,2020,KY,NVSS,"cases per 100,000",203.8,203.8,197.8,209.7,DIA,DIA03,CRDRATE,SEX,SEXM
135966,2020,2020,MD,BRFSS,%,3.0,3.0,2.4,3.8,DIA,DIA01,CRDPREV,AGE,AGE1844
136009,2020,2020,MS,NVSS,Number,43.0,43.0,,,DIA,DIA03,NMBR,RACE,HIS
136026,2020,2020,MI,NVSS,Number,129.0,129.0,,,DIA,DIA04,NMBR,RACE,WHT
136040,2020,2020,MA,NVSS,"cases per 100,000",0.9,0.9,0.7,1.3,DIA,DIA04,AGEADJRATE,SEX,SEXF
136046,2020,2020,KY,NVSS,"cases per 100,000",2.9,2.9,2.3,3.6,DIA,DIA04,AGEADJRATE,SEX,SEXF
136065,2020,2020,LA,PRAMS,%,9.0,9.0,6.4,12.5,DIA,DIA02,CRDPREV,RACE,BLK
136074,2020,2020,MD,NVSS,"cases per 100,000",1.3,1.3,0.9,1.7,DIA,DIA04,CRDRATE,AGE,AGE0_44
136080,2020,2020,MT,NVSS,"cases per 100,000",150.3,150.3,140.0,160.6,DIA,DIA03,CRDRATE,SEX,SEXM
136084,2020,2020,MN,BRFSS,%,23.7,23.7,16.0,33.6,DIA,DIA01,CRDPREV,RACE,AIAN
136093,2020,2020,MD,NVSS,Number,101.0,101.0,,,DIA,DIA04,NMBR,RACE,BLK
136123,2020,2020,MT,PRAMS,%,14.9,14.9,10.8,20.2,DIA,DIA02,CRDPREV,RACE,AIAN
136138,2020,2020,MA,NVSS,Number,996.0,996.0,,,DIA,DIA03,NMBR,AGE,AGE4564
136148,2020,2020,MI,NVSS,Number,76.0,76.0,,,DIA,DIA03,NMBR,RACE,AIAN
136149,2020,2020,MS,NVSS,Number,87.0,87.0,,,DIA,DIA04,NMBR,OVERALL,OVR
136186,2020,2020,MI,NVSS,Number,354.0,354.0,,,DIA,DIA03,NMBR,RACE,HIS
136191,2020,2020,MO,NVSS,"cases per 100,000",2.1,2.1,1.8,2.5,DIA,DIA04,AGEADJRATE,OVERALL,OVR
136242,2020,2020,LA,BRFSS,%,13.4,13.4,11.7,15.4,DIA,DIA01,CRDPREV,SEX,SEXM
136274,2020,2020,MN,NVSS,Number,4501.0,4501.0,,,DIA,DIA03,NMBR,SEX,SEXM
136278,2020,2020,MT,NVSS,"cases per 100,000",2.2,2.2,1.5,3.1,DIA,DIA04,AGEADJRATE,OVERALL,OVR
136316,2020,2020,NE,NVSS,"cases per 100,000",76.9,76.9,48.2,116.4,DIA,DIA03,AGEADJRATE,RACE,ASN
136318,2020,2020,NE,NVSS,"cases per 100,000",97.1,97.1,91.7,102.5,DIA,DIA03,AGEADJRATE,SEX,SEXF
136360,2020,2020,MD,NVSS,"cases per 100,000",2.9,2.9,2.3,3.5,DIA,DIA04,CRDRATE,SEX,SEXF
136362,2020,2020,MI,NVSS,Number,5192.0,5192.0,,,DIA,DIA03,NMBR,SEX,SEXF
136390,2020,2020,MD,BRFSS,%,11.7,11.7,10.7,12.8,DIA,DIA01,CRDPREV,SEX,SEXM
136401,2020,2020,MA,NVSS,"cases per 100,000",81.4,81.4,78.4,84.3,DIA,DIA03,AGEADJRATE,SEX,SEXM
136407,2020,2020,NE,PRAMS,%,9.6,9.6,7.1,12.8,DIA,DIA02,CRDPREV,RACE,WHT
136413,2020,2020,LA,BRFSS,%,4.9,4.9,3.4,6.9,DIA,DIA01,CRDPREV,AGE,AGE1844
136419,2020,2020,MA,BRFSS,%,6.7,6.7,5.9,7.6,DIA,DIA01,AGEADJPREV,RACE,WHT
136436,2020,2020,MT,NVSS,"cases per 100,000",118.8,118.8,111.8,125.8,DIA,DIA03,CRDRATE,RACE,WHT
136437,2020,2020,NE,NVSS,Number,27.0,27.0,,,DIA,DIA04,NMBR,RACE,WHT
136468,2020,2020,MD,NVSS,Number,310.0,310.0,,,DIA,DIA03,NMBR,RACE,HIS
136489,2020,2020,LA,NVSS,"cases per 100,000",85.3,85.3,82.3,88.3,DIA,DIA03,AGEADJRATE,RACE,WHT
136492,2020,2020,MN,BRFSS,%,9.0,9.0,8.5,9.5,DIA,DIA01,CRDPREV,OVERALL,OVR
136511,2020,2020,ME,NVSS,Number,1500.0,1500.0,,,DIA,DIA03,NMBR,OVERALL,OVR
136555,2020,2020,KY,BRFSS,%,18.5,18.5,13.2,25.1,DIA,DIA01,CRDPREV,RACE,BLK
136562,2020,2020,MS,NVSS,Number,59.0,59.0,,,DIA,DIA03,NMBR,RACE,AIAN
136565,2020,2020,MS,NVSS,Number,39.0,39.0,,,DIA,DIA04,NMBR,RACE,WHT
136606,2020,2020,KY,NVSS,"cases per 100,000",30.1,30.1,22.6,39.3,DIA,DIA03,CRDRATE,RACE,HIS
136644,2020,2020,MI,BRFSS,%,15.0,15.0,12.0,18.5,DIA,DIA01,AGEADJPREV,RACE,BLK
136660,2020,2020,MA,BRFSS,%,11.2,11.2,9.6,13.0,DIA,DIA01,CRDPREV,AGE,AGE4564
136705,2020,2020,MT,NVSS,"cases per 100,000",89.9,89.9,85.0,94.9,DIA,DIA03,AGEADJRATE,OVERALL,OVR
136707,2020,2020,MS,PRAMS,%,10.5,10.5,7.2,14.9,DIA,DIA02,CRDPREV,RACE,BLK
